observation_id,project_code,project_name,indicator_code,indicator_name,source_table_id,source_file,source_variant_title,source_title,passport_title,territory_name,territory_type,territory_raw,territory_indent_spaces,year,period_type,period_code,period_label,month_start,month_end,period_start,period_end,unit,value,value_raw,last_update,row_number_excel,column_number_excel,region_code,is_subject_89,territory_canonical_status,region_name,federal_district,period_end_dt,period_start_dt,annualized_method,is_full_year,territory_scope_norm
8620,Я3,Федеральный проект «Охрана материнства и детства»,2.14.Я3.3,Младенческая смертность,data_31,data (31).xls,Младенческая смертность (на 1 тыс. родившихся живыми),Младенческая смертность (на 1 тыс. родившихся живыми),Младенческая смертность (на 1 тыс. родившихся живыми),Российская Федерация,Российская Федерация,Российская Федерация,0,2017,год,2017,значение показателя за год,,,2017-01-01,2017-12-31,"промилле (0,1 процента)",5.6,5.6,01.09.2025,6,7,,False,Российская Федерация,,,2017-12-31,2017-01-01,explicit_year,True,Российская Федерация
8621,Я3,Федеральный проект «Охрана материнства и детства»,2.14.Я3.3,Младенческая смертность,data_31,data (31).xls,Младенческая смертность (на 1 тыс. родившихся живыми),Младенческая смертность (на 1 тыс. родившихся живыми),Младенческая смертность (на 1 тыс. родившихся живыми),Российская Федерация,Российская Федерация,Российская Федерация,0,2018,год,2018,значение показателя за год,,,2018-01-01,2018-12-31,"промилле (0,1 процента)",5.1,5.1,01.09.2025,6,8,,False,Российская Федерация,,,2018-12-31,2018-01-01,explicit_year,True,Российская Федерация
8622,Я3,Федеральный проект «Охрана материнства и детства»,2.14.Я3.3,Младенческая смертность,data_31,data (31).xls,Младенческая смертность (на 1 тыс. родившихся живыми),Младенческая смертность (на 1 тыс. родившихся живыми),Младенческая смертность (на 1 тыс. родившихся живыми),Российская Федерация,Российская Федерация,Российская Федерация,0,2019,год,2019,значение показателя за год,,,2019-01-01,2019-12-31,"промилле (0,1 процента)",4.9,4.9,01.09.2025,6,9,,False,Российская Федерация,,,2019-12-31,2019-01-01,explicit_year,True,Российская Федерация
8623,Я3,Федеральный проект «Охрана материнства и детства»,2.14.Я3.3,Младенческая смертность,data_31,data (31).xls,Младенческая смертность (на 1 тыс. родившихся живыми),Младенческая смертность (на 1 тыс. родившихся живыми),Младенческая смертность (на 1 тыс. родившихся живыми),Российская Федерация,Российская Федерация,Российская Федерация,0,2020,год,2020,значение показателя за год,,,2020-01-01,2020-12-31,"промилле (0,1 процента)",4.5,4.5,01.09.2025,6,10,,False,Российская Федерация,,,2020-12-31,2020-01-01,explicit_year,True,Российская Федерация
8624,Я3,Федеральный проект «Охрана материнства и детства»,2.14.Я3.3,Младенческая смертность,data_31,data (31).xls,Младенческая смертность (на 1 тыс. родившихся живыми),Младенческая смертность (на 1 тыс. родившихся живыми),Младенческая смертность (на 1 тыс. родившихся живыми),Российская Федерация,Российская Федерация,Российская Федерация,0,2021,год,2021,значение показателя за год,,,2021-01-01,2021-12-31,"промилле (0,1 процента)",4.6,4.6,01.09.2025,6,11,,False,Российская Федерация,,,2021-12-31,2021-01-01,explicit_year,True,Российская Федерация
8625,Я3,Федеральный проект «Охрана материнства и детства»,2.14.Я3.3,Младенческая смертность,data_31,data (31).xls,Младенческая смертность (на 1 тыс. родившихся живыми),Младенческая смертность (на 1 тыс. родившихся живыми),Младенческая смертность (на 1 тыс. родившихся живыми),Российская Федерация,Российская Федерация,Российская Федерация,0,2022,год,2022,значение показателя за год,,,2022-01-01,2022-12-31,"промилле (0,1 процента)",4.4,4.4,01.09.2025,6,12,,False,Российская Федерация,,,2022-12-31,2022-01-01,explicit_year,True,Российская Федерация
8626,Я3,Федеральный проект «Охрана материнства и детства»,2.14.Я3.3,Младенческая смертность,data_31,data (31).xls,Младенческая смертность (на 1 тыс. родившихся живыми),Младенческая смертность (на 1 тыс. родившихся живыми),Младенческая смертность (на 1 тыс. родившихся живыми),Российская Федерация,Российская Федерация,Российская Федерация,0,2023,год,2023,значение показателя за год,,,2023-01-01,2023-12-31,"промилле (0,1 процента)",4.2,4.2,01.09.2025,6,13,,False,Российская Федерация,,,2023-12-31,2023-01-01,explicit_year,True,Российская Федерация
8627,Я3,Федеральный проект «Охрана материнства и детства»,2.14.Я3.3,Младенческая смертность,data_31,data (31).xls,Младенческая смертность (на 1 тыс. родившихся живыми),Младенческая смертность (на 1 тыс. родившихся живыми),Младенческая смертность (на 1 тыс. родившихся живыми),Российская Федерация без учета новых субъектов (с 01.01.2023),Российская Федерация,    Российская Федерация без учета новых субъектов (с 01.01.2023),4,2024,год,2024,значение показателя за год,,,2024-01-01,2024-12-31,"промилле (0,1 процента)",4.0,4.0,01.09.2025,7,14,,False,Российская Федерация,,,2024-12-31,2024-01-01,explicit_year,True,Российская Федерация
9875,Я3,Федеральный проект «Охрана материнства и детства»,2.14.Я3.3,Младенческая смертность,data_32,data (32).xls,Младенческая смертность на 1 тыс. родившихся живыми (оперативные данные),"Младенческая смертность на 1 тыс. родившихся живыми (оперативные данные) (промилле (0,1 процента))",Младенческая смертность на 1 тыс. родившихся живыми (оперативные данные),Российская Федерация,Российская Федерация,Российская Федерация,0,2021,накопительно с января,2021-01..2021-12,январь-декабрь,1.0,12.0,2021-01-01,2021-12-31,"промилле (0,1 процента)",4.6,4.6,08.04.2026,5,13,,False,Российская Федерация,,,2021-12-31,2021-01-01,december_or_full_cumulative,True,Российская Федерация
9887,Я3,Федеральный проект «Охрана материнства и детства»,2.14.Я3.3,Младенческая смертность,data_32,data (32).xls,Младенческая смертность на 1 тыс. родившихся живыми (оперативные данные),"Младенческая смертность на 1 тыс. родившихся живыми (оперативные данные) (промилле (0,1 процента))",Младенческая смертность на 1 тыс. родившихся живыми (оперативные данные),Российская Федерация,Российская Федерация,Российская Федерация,0,2022,накопительно с января,2022-01..2022-12,январь-декабрь,1.0,12.0,2022-01-01,2022-12-31,"промилле (0,1 процента)",4.5,4.5,08.04.2026,5,25,,False,Российская Федерация,,,2022-12-31,2022-01-01,december_or_full_cumulative,True,Российская Федерация
9899,Я3,Федеральный проект «Охрана материнства и детства»,2.14.Я3.3,Младенческая смертность,data_32,data (32).xls,Младенческая смертность на 1 тыс. родившихся живыми (оперативные данные),"Младенческая смертность на 1 тыс. родившихся живыми (оперативные данные) (промилле (0,1 процента))",Младенческая смертность на 1 тыс. родившихся живыми (оперативные данные),Российская Федерация,Российская Федерация,Российская Федерация,0,2023,накопительно с января,2023-01..2023-12,январь-декабрь,1.0,12.0,2023-01-01,2023-12-31,"промилле (0,1 процента)",4.2,4.2,08.04.2026,5,37,,False,Российская Федерация,,,2023-12-31,2023-01-01,december_or_full_cumulative,True,Российская Федерация
9906,Я3,Федеральный проект «Охрана материнства и детства»,2.14.Я3.3,Младенческая смертность,data_32,data (32).xls,Младенческая смертность на 1 тыс. родившихся живыми (оперативные данные),"Младенческая смертность на 1 тыс. родившихся живыми (оперативные данные) (промилле (0,1 процента))",Младенческая смертность на 1 тыс. родившихся живыми (оперативные данные),Российская Федерация,Российская Федерация,Российская Федерация,0,2024,накопительно с января,2024-01..2024-07,январь-июль,1.0,7.0,2024-01-01,2024-07-31,"промилле (0,1 процента)",4.0,4.0,08.04.2026,5,44,,False,Российская Федерация,,,2024-07-31,2024-01-01,latest_partial_year,False,Российская Федерация
9911,Я3,Федеральный проект «Охрана материнства и детства»,2.14.Я3.3,Младенческая смертность,data_32,data (32).xls,Младенческая смертность на 1 тыс. родившихся живыми (оперативные данные),"Младенческая смертность на 1 тыс. родившихся живыми (оперативные данные) (промилле (0,1 процента))",Младенческая смертность на 1 тыс. родившихся живыми (оперативные данные),Российская Федерация без учета новых субъектов (с 01.01.2023),Российская Федерация,    Российская Федерация без учета новых субъектов (с 01.01.2023),4,2024,накопительно с января,2024-01..2024-12,январь-декабрь,1.0,12.0,2024-01-01,2024-12-31,"промилле (0,1 процента)",4.0,4.0,08.04.2026,6,49,,False,Российская Федерация,,,2024-12-31,2024-01-01,december_or_full_cumulative,True,Российская Федерация
9923,Я3,Федеральный проект «Охрана материнства и детства»,2.14.Я3.3,Младенческая смертность,data_32,data (32).xls,Младенческая смертность на 1 тыс. родившихся живыми (оперативные данные),"Младенческая смертность на 1 тыс. родившихся живыми (оперативные данные) (промилле (0,1 процента))",Младенческая смертность на 1 тыс. родившихся живыми (оперативные данные),Российская Федерация без учета новых субъектов (с 01.01.2023),Российская Федерация,    Российская Федерация без учета новых субъектов (с 01.01.2023),4,2025,накопительно с января,2025-01..2025-12,январь-декабрь,1.0,12.0,2025-01-01,2025-12-31,"промилле (0,1 процента)",3.6,3.6,08.04.2026,6,61,,False,Российская Федерация,,,2025-12-31,2025-01-01,december_or_full_cumulative,True,Российская Федерация
9926,Я3,Федеральный проект «Охрана материнства и детства»,2.14.Я3.3,Младенческая смертность,data_32,data (32).xls,Младенческая смертность на 1 тыс. родившихся живыми (оперативные данные),"Младенческая смертность на 1 тыс. родившихся живыми (оперативные данные) (промилле (0,1 процента))",Младенческая смертность на 1 тыс. родившихся живыми (оперативные данные),Российская Федерация без учета новых субъектов (с 01.01.2023),Российская Федерация,    Российская Федерация без учета новых субъектов (с 01.01.2023),4,2026,накопительно с января,2026-01..2026-03,январь-март,1.0,3.0,2026-01-01,2026-03-31,"промилле (0,1 процента)",3.5,3.5,08.04.2026,6,64,,False,Российская Федерация,,,2026-03-31,2026-01-01,latest_partial_year,False,Российская Федерация
15943,Я3,Федеральный проект «Охрана материнства и детства»,2.14.Я3.4,"Доля взятых под диспансерное наблюдение детей в возрасте 0–17 лет с впервые в жизни установленными диагнозами, от общего проведения профилактических медицинских осмотров",data_33,data (33).xls,Доля взятых под диспансерное наблюдение детей в возрасте 0–17 лет с впервые в жизни установленными диагнозами по результатам проведения профилактических медицинских осмотров,Доля взятых под диспансерное наблюдение детей в возрасте 0–17 лет с впервые в жизни установленными диагнозами по результатам проведения профилактических медицинских осмотров,Доля взятых под диспансерное наблюдение детей в возрасте 0–17 лет с впервые в жизни установленными диагнозами по результатам проведения профилактических медицинских осмотров,Российская Федерация,Российская Федерация,Российская Федерация,0,2025,месяц,2025-12,декабрь,12.0,12.0,2025-12-01,2025-12-31,процент,91.87,91.87,07.04.2026,5,14,,False,Российская Федерация,,,2025-12-31,2025-12-01,december_or_full_cumulative,True,Российская Федерация
15946,Я3,Федеральный проект «Охрана материнства и детства»,2.14.Я3.4,"Доля взятых под диспансерное наблюдение детей в возрасте 0–17 лет с впервые в жизни установленными диагнозами, от общего проведения профилактических медицинских осмотров",data_33,data (33).xls,Доля взятых под диспансерное наблюдение детей в возрасте 0–17 лет с впервые в жизни установленными диагнозами по результатам проведения профилактических медицинских осмотров,Доля взятых под диспансерное наблюдение детей в возрасте 0–17 лет с впервые в жизни установленными диагнозами по результатам проведения профилактических медицинских осмотров,Доля взятых под диспансерное наблюдение детей в возрасте 0–17 лет с впервые в жизни установленными диагнозами по результатам проведения профилактических медицинских осмотров,Российская Федерация,Российская Федерация,Российская Федерация,0,2026,месяц,2026-03,март,3.0,3.0,2026-03-01,2026-03-31,процент,87.8,87.8,07.04.2026,5,17,,False,Российская Федерация,,,2026-03-31,2026-03-01,latest_partial_year,False,Российская Федерация
17233,Я3,Федеральный проект «Охрана материнства и детства»,2.14.Я3.5,"Доля беременных женщин, обратившихся в медицинские организации в ситуации репродуктивного выбора, получивших услуги по оказанию правовой, психологической и медико-социальной помощи, и вставших на учет по беременности",data_34,data (34).xls,"Доля беременных женщин, обратившихся в медицинские организации в ситуации репродуктивного выбора, получивших, в том числе услуги по оказанию правовой, психологической и медико-социальной помощи, и вставших на учет по беременности","Доля беременных женщин, обратившихся в медицинские организации в ситуации репродуктивного выбора, получивших, в том числе услуги по оказанию правовой, психологической и медико-социальной помощи, и вставших на учет по беременности","Доля беременных женщин, обратившихся в медицинские организации в ситуации репродуктивного выбора, получивших, в том числе услуги по оказанию правовой, психологической и медико-социальной помощи, и вставших на учет по беременности",Российская Федерация,Российская Федерация,Российская Федерация,0,2025,месяц,2025-12,декабрь,12.0,12.0,2025-12-01,2025-12-31,процент,28.24,28.24,07.04.2026,5,14,,False,Российская Федерация,,,2025-12-31,2025-12-01,december_or_full_cumulative,True,Российская Федерация
17236,Я3,Федеральный проект «Охрана материнства и детства»,2.14.Я3.5,"Доля беременных женщин, обратившихся в медицинские организации в ситуации репродуктивного выбора, получивших услуги по оказанию правовой, психологической и медико-социальной помощи, и вставших на учет по беременности",data_34,data (34).xls,"Доля беременных женщин, обратившихся в медицинские организации в ситуации репродуктивного выбора, получивших, в том числе услуги по оказанию правовой, психологической и медико-социальной помощи, и вставших на учет по беременности","Доля беременных женщин, обратившихся в медицинские организации в ситуации репродуктивного выбора, получивших, в том числе услуги по оказанию правовой, психологической и медико-социальной помощи, и вставших на учет по беременности","Доля беременных женщин, обратившихся в медицинские организации в ситуации репродуктивного выбора, получивших, в том числе услуги по оказанию правовой, психологической и медико-социальной помощи, и вставших на учет по беременности",Российская Федерация,Российская Федерация,Российская Федерация,0,2026,месяц,2026-03,март,3.0,3.0,2026-03-01,2026-03-31,процент,29.8,29.8,07.04.2026,5,17,,False,Российская Федерация,,,2026-03-31,2026-03-01,latest_partial_year,False,Российская Федерация
18523,Я5,Федеральный проект «Семейные ценности и инфраструктура культуры»,2.14.Я5.2,Увеличение числа посещений организаций культуры по отношению к 2023 году,data_35,data (35).xls,Увеличение числа посещений организаций культуры по отношению к 2023 году,Увеличение числа посещений организаций культуры по отношению к 2023 году,Увеличение числа посещений организаций культуры по отношению к 2023 году,Российская Федерация,Российская Федерация,Российская Федерация,0,2025,месяц,2025-12,декабрь,12.0,12.0,2025-12-01,2025-12-31,процент,116.7,116.7,02.04.2026,5,14,,False,Российская Федерация,,,2025-12-31,2025-12-01,december_or_full_cumulative,True,Российская Федерация
18526,Я5,Федеральный проект «Семейные ценности и инфраструктура культуры»,2.14.Я5.2,Увеличение числа посещений организаций культуры по отношению к 2023 году,data_35,data (35).xls,Увеличение числа посещений организаций культуры по отношению к 2023 году,Увеличение числа посещений организаций культуры по отношению к 2023 году,Увеличение числа посещений организаций культуры по отношению к 2023 году,Российская Федерация,Российская Федерация,Российская Федерация,0,2026,месяц,2026-03,март,3.0,3.0,2026-03-01,2026-03-31,процент,28.8,28.8,02.04.2026,5,17,,False,Российская Федерация,,,2026-03-31,2026-03-01,latest_partial_year,False,Российская Федерация
