cluster_id,data (20).xls | 2.14.Я.1,data (21).xls | 2.14.Я.2,data (22).xls | 2.14.Я.3,data (23).xls | 2.14.Я.4,data (25).xls | 2.14.Я.6,data (29).xls | 2.14.Я3.1,data (30).xls | 2.14.Я3.2,data (31).xls | 2.14.Я3.3,data (32).xls | 2.14.Я3.3,data (33).xls | 2.14.Я3.4,data (34).xls | 2.14.Я3.5,data (35).xls | 2.14.Я5.2
1,-0.14961063150900217,-0.12898324952252332,-0.16990045605857437,-0.2748640967341336,0.3334654749603228,-0.24655623242713937,0.2634051332858038,-0.1056584151683678,-0.047494152956241285,-0.08305486475259614,-0.018945648086408338,-0.2398428850524894
2,-0.44852633903157324,-0.4594048569605537,-0.5101920220840451,0.6993122512661065,-0.6181875101295509,0.8452347982577889,-0.9089262677817512,-0.32971140793038856,-0.38796262384439395,0.5677652814289451,0.03656625733479034,0.43303545171156405
3,1.6900195806104015,1.595175425551173,1.9208073958877037,0.21054566430554567,-0.6928503905316725,-0.22523121509782212,0.2518911623848205,1.2181388000106002,1.003096241859294,-0.6136467921004607,0.03661974034778766,0.5203527980419508
